date_started,date_ended,declaration_type,disaster_type,disaster_title,days_lasted,county,county_fip,state,state_abbr,division_name,region_name
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Montague County,TX-337,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Ochiltree County,TX-357,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Maverick County,TX-323,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Live Oak County,TX-297,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Rockwall County,TX-397,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Presidio County,TX-377,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Swisher County,TX-437,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Shackelford County,TX-417,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Tyler County,TX-457,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Washington County,TX-477,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wise County,TX-497,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Anderson County,TX-001,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Bastrop County,TX-021,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Brazos County,TX-041,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Cameron County,TX-061,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Coke County,TX-081,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Cottle County,TX-101,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Delta County,TX-119,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Ellis County,TX-139,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Grayson County,TX-181,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Freestone County,TX-161,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Harris County,TX-201,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hood County,TX-221,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jasper County,TX-241,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Kenedy County,TX-261,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lamb County,TX-279,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,McLennan County,TX-309,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Loving County,TX-301,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Moore County,TX-341,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Orange County,TX-361,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Randall County,TX-381,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Rusk County,TX-401,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Sherman County,TX-421,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Taylor County,TX-441,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Upton County,TX-461,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wharton County,TX-481,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Yoakum County,TX-501,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Angelina County,TX-005,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Briscoe County,TX-045,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Bee County,TX-025,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Carson County,TX-065,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Collin County,TX-085,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Dickens County,TX-125,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Crockett County,TX-105,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Falls County,TX-145,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Gaines County,TX-165,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Grimes County,TX-185,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hartley County,TX-205,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Houston County,TX-225,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jefferson County,TX-245,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Kerr County,TX-265,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lavaca County,TX-285,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lynn County,TX-305,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Medina County,TX-325,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Motley County,TX-345,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Panola County,TX-365,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Real County,TX-385,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Somervell County,TX-425,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,San Augustine County,TX-405,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Terry County,TX-445,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Val Verde County,TX-465,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Zapata County,TX-505,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wichita County,TX-485,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Archer County,TX-009,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Bexar County,TX-029,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Brown County,TX-049,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Castro County,TX-069,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Colorado County,TX-089,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Culberson County,TX-109,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Garza County,TX-169,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Fayette County,TX-149,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Donley County,TX-129,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hudspeth County,TX-229,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hays County,TX-209,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hale County,TX-189,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jim Wells County,TX-249,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,King County,TX-269,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Marion County,TX-315,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Leon County,TX-289,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Navarro County,TX-349,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Midland County,TX-329,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Parmer County,TX-369,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,San Patricio County,TX-409,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Reeves County,TX-389,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Stephens County,TX-429,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Titus County,TX-449,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Victoria County,TX-469,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Willacy County,TX-489,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Bandera County,TX-019,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Brazoria County,TX-039,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Callahan County,TX-059,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Cochran County,TX-079,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Deaf Smith County,TX-117,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Coryell County,TX-099,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Franklin County,TX-159,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,El Paso County,TX-141,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Gray County,TX-179,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hardin County,TX-199,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jackson County,TX-239,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hockley County,TX-219,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Kendall County,TX-259,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lamar County,TX-277,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,McCulloch County,TX-307,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Llano County,TX-299,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Oldham County,TX-359,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Montgomery County,TX-339,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Rains County,TX-379,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Runnels County,TX-399,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Shelby County,TX-419,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Tarrant County,TX-439,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Upshur County,TX-459,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Webb County,TX-479,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wood County,TX-499,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Andrews County,TX-003,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Brewster County,TX-043,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Baylor County,TX-023,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Camp County,TX-063,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Coleman County,TX-083,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Crane County,TX-103,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Denton County,TX-121,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Erath County,TX-143,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Frio County,TX-163,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Gregg County,TX-183,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Harrison County,TX-203,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lampasas County,TX-281,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jeff Davis County,TX-243,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Kent County,TX-263,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hopkins County,TX-223,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Lubbock County,TX-303,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,McMullen County,TX-311,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Morris County,TX-343,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Palo Pinto County,TX-363,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Reagan County,TX-383,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Sabine County,TX-403,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Smith County,TX-423,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Terrell County,TX-443,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Uvalde County,TX-463,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wheeler County,TX-483,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Young County,TX-503,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Atascosa County,TX-013,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Borden County,TX-033,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Burnet County,TX-053,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Cherokee County,TX-073,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Comanche County,TX-093,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Dallas County,TX-113,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Eastland County,TX-133,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Floyd County,TX-153,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Glasscock County,TX-173,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hamilton County,TX-193,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Henderson County,TX-213,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Limestone County,TX-293,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Jones County,TX-253,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Kleberg County,TX-273,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Hutchinson County,TX-233,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Mason County,TX-319,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Nolan County,TX-353,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Mills County,TX-333,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Polk County,TX-373,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Roberts County,TX-393,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Schleicher County,TX-413,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Stonewall County,TX-433,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Travis County,TX-453,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Waller County,TX-473,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wilson County,TX-493,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Red River County,TX-387,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,San Jacinto County,TX-407,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Starr County,TX-427,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Throckmorton County,TX-447,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Van Zandt County,TX-467,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Zavala County,TX-507,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Hurricane,Hurricane Katrina Evacuation,33.0,Wilbarger County,TX-487,Texas,TX,West South Central,South
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Park County,CO-093,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Broomfield County,CO-014,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,San Miguel County,CO-113,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Lincoln County,CO-073,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Dolores County,CO-033,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Hinsdale County,CO-053,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Cheyenne County,CO-017,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Eagle County,CO-037,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Jackson County,CO-057,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Mesa County,CO-077,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Pitkin County,CO-097,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Summit County,CO-117,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Douglas County,CO-035,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Chaffee County,CO-015,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Huerfano County,CO-055,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Logan County,CO-075,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Phillips County,CO-095,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Sedgwick County,CO-115,Colorado,CO,Mountain,West
2005-08-29,2005-10-01,Emergency Declaration,Coastal Storm,Hurricane Katrina Evacuation,33.0,Alamosa County,CO-003,Colorado,CO,Mountain,West
